DATA;ID_CONTRATO;CONTRATO;ID_EQUIPAMENTO;EQUIPAMENTO;ID_OPERADORA;OPERADORA;ID_SERVICO_EXECUTADO;SERVIC_EXECUTADO;QTD_SERVICO
01/06/2012;COT22;Taguatur;EQ35;CCIT 4.0 FRONTAL H2 COM BATERIA;OP82;TAGUATUR;DF41;Envio para manutenção central-CTG;12
01/01/2020;COT20;ROSA TURISMO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP66;ROSA TURISMO;DF41;Envio para manutenção central-CTG;1
01/01/2020;COT20;ROSA TURISMO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP66;ROSA TURISMO;DF117;Restauração de módulos via PC e/ou SdCard;4
01/01/2020;COT20;ROSA TURISMO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP66;ROSA TURISMO;DF132;Subst. Da Bateria de Lithium;5
01/01/2020;COT20;ROSA TURISMO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP66;ROSA TURISMO;DF59;Intervenções com Solda;2
01/01/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF35;Defeito não encontrado / testes e liberação;1
01/01/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF37;Defeito não encontrado e subst. FW/SW;12
01/01/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF41;Envio para manutenção central-CTG;52
01/01/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF88;Reparo com formatação e reinst. FW/SW;202
01/01/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF108;Ressolda no circuito da placa-mãe;3
01/01/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF135;Subst. Da Carcaça frontal;1
01/01/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF169;Subst. De Componente eletrônico;11
01/01/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF170;Subst. De Gorila Glass;1
01/01/2020;COT9;SINTRAM SEM DMX200;EQ16;PDM03;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF35;Defeito não encontrado / testes e liberação;24
01/01/2020;COT9;SINTRAM SEM DMX200;EQ16;PDM03;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF37;Defeito não encontrado e subst. FW/SW;1
01/01/2020;COT9;SINTRAM SEM DMX200;EQ16;PDM03;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF86;Reparo com configuração do setup;1
01/01/2020;COT9;SINTRAM SEM DMX200;EQ16;PDM03;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF88;Reparo com formatação e reinst. FW/SW;135
01/01/2020;COT9;SINTRAM SEM DMX200;EQ16;PDM03;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF209;Subst. Do Display;6
01/01/2020;COT9;SINTRAM COM DMX200;EQ12;DMX200 MOD H3;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF37;Defeito não encontrado e subst. FW/SW;6
01/01/2020;COT9;SINTRAM COM DMX200;EQ12;DMX200 MOD H3;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF41;Envio para manutenção central-CTG;6
01/01/2020;COT9;SINTRAM COM DMX200;EQ12;DMX200 MOD H3;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF88;Reparo com formatação e reinst. FW/SW;32
01/01/2020;COT9;SINTRAM COM DMX200;EQ12;DMX200 MOD H3;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF135;Subst. Da Carcaça frontal;1
01/01/2020;COT9;SINTRAM COM DMX200;EQ12;DMX200 MOD H3;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF170;Subst. De Gorila Glass;3
01/01/2020;COT9;SINTRAM COM DMX200;EQ12;DMX200 MOD H3;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF169;Subst. De Componente eletrônico;1
01/01/2020;COT2;Transcard;EQ16;PDM03;;;DF9;Ajuste e aperto de conexão;4
01/01/2020;COT2;Transcard;EQ16;PDM03;;;DF22;Atualização de pacote;19
01/01/2020;COT2;Transcard;EQ16;PDM03;;;DF41;Envio para manutenção central-CTG;15
01/01/2020;COT2;Transcard;EQ16;PDM03;;;DF125;Subst. Botão on/off;17
01/01/2020;COT19;SÃO JOÃO;EQ39;DMX200L JI21 SEM BATERIA;OP67;SÃO JOÃO;DF41;Envio para manutenção central-CTG;2
01/01/2020;COT19;SÃO JOÃO;EQ39;DMX200L JI21 SEM BATERIA;OP67;SÃO JOÃO;DF97;Ressolda;5
01/01/2020;COT4;Setut;EQ14;DMX200 MOD H3.1;;;DF41;Envio para manutenção central-CTG;5
01/01/2020;COT22;Taguatur PM NOVO;EQ39;DMX200L JI21 SEM BATERIA;OP82;TAGUATUR;DF41;Envio para manutenção central-CTG;10
01/01/2020;COT24;GVBUS;EQ14;DMX200 MOD H3.1;;;DF41;Envio para manutenção central-CTG;200
01/01/2020;COT20;ROSA TURISMO;EQ39;DMX200L JI21 SEM BATERIA;OP66;ROSA TURISMO;DF41;Envio para manutenção central-CTG;2
01/01/2020;COT20;ROSA TURISMO;EQ39;DMX200L JI21 SEM BATERIA;OP66;ROSA TURISMO;DF97;Ressolda;3
01/01/2020;COT1;Transfacil;EQ10;CONNECTION CCIT 4.0;;;DF35;Defeito não encontrado / testes e liberação;2
01/01/2020;COT1;Transfacil;EQ10;CONNECTION CCIT 4.0;;;DF37;Defeito não encontrado e subst. FW/SW;9
01/01/2020;COT1;Transfacil;EQ10;CONNECTION CCIT 4.0;;;DF88;Reparo com formatação e reinst. FW/SW;7
01/01/2020;COT1;Transfacil;EQ10;CONNECTION CCIT 4.0;;;DF102;Ressolda na Placa Connection;1
01/01/2020;COT1;Transfacil;EQ10;CONNECTION CCIT 4.0;;;DF106;Ressolda na Placa Subbase;2
01/01/2020;COT1;Transfacil;EQ10;CONNECTION CCIT 4.0;;;DF169;Subst. De Componente eletrônico;2
01/01/2020;COT2;Transcard;EQ10;CONNECTION CCIT 4.0;;;DF22;Atualização de pacote;19
01/01/2020;COT2;Transcard;EQ10;CONNECTION CCIT 4.0;;;DF41;Envio para manutenção central-CTG;15
01/01/2020;COT2;Transcard;EQ10;CONNECTION CCIT 4.0;;;DF59;Intervenções com Solda;22
01/01/2020;COT10;Metropolitano-Bahia;EQ10;CONNECTION CCIT 4.0;OP64;METROPOLITANO SSA;DF22;Atualização de pacote;6
01/01/2020;COT10;Metropolitano-Bahia;EQ10;CONNECTION CCIT 4.0;OP64;METROPOLITANO SSA;DF41;Envio para manutenção central-CTG;2
01/01/2020;COT10;Metropolitano-Bahia;EQ10;CONNECTION CCIT 4.0;OP64;METROPOLITANO SSA;DF59;Intervenções com Solda;3
01/01/2020;COT19;SÃO JOÃO;EQ10;CONNECTION CCIT 4.0;OP67;SÃO JOÃO;DF22;Atualização de pacote;5
01/01/2020;COT19;SÃO JOÃO;EQ10;CONNECTION CCIT 4.0;OP67;SÃO JOÃO;DF41;Envio para manutenção central-CTG;1
01/01/2020;COT4;Setut;EQ10;CONNECTION CCIT 4.0;;;DF41;Envio para manutenção central-CTG;1
01/01/2020;COT3;TEU;EQ10;CONNECTION CCIT 4.0;;;DF41;Envio para manutenção central-CTG;49
01/01/2020;COT24;GVBUS;EQ10;CONNECTION CCIT 4.0;;;DF41;Envio para manutenção central-CTG;24
01/01/2020;COT20;ROSA TURISMO;EQ10;CONNECTION CCIT 4.0;OP66;ROSA TURISMO;DF22;Atualização de pacote;1
01/01/2020;COT20;ROSA TURISMO;EQ10;CONNECTION CCIT 4.0;OP66;ROSA TURISMO;DF41;Envio para manutenção central-CTG;1
01/01/2020;COT19;SÃO JOÃO;EQ10;CONNECTION CCIT 4.0;OP67;SÃO JOÃO;DF256;Subst. de Fusível;1
01/01/2020;COT3;TEU;EQ22;V3000M;;;DF41;Envio para manutenção central-CTG;168
01/01/2020;COT1;Transfacil;EQ27;UT (FTV 3000);;;DF37;Defeito não encontrado e subst. FW/SW;1
01/01/2020;COT1;Transfacil;EQ27;UT (FTV 3000);;;DF88;Reparo com formatação e reinst. FW/SW;2
01/01/2020;COT1;Transfacil;EQ27;UT (FTV 3000);;;DF169;Subst. De Componente eletrônico;1
01/01/2020;COT24;GVBUS;EQ33;POS MOVE 2500;;;DF41;Envio para manutenção central-CTG;17
01/01/2020;COT20;Rosa Turismo;EQ31;POS 250;OP66;ROSA TURISMO;DF41;Envio para manutenção central-CTG;1
01/01/2020;COT19;São João;EQ31;POS 250;OP67;SÃO JOÃO;DF41;Envio para manutenção central-CTG;2
01/01/2020;COT2;Transcard;EQ31;POS 250;;;DF41;Envio para manutenção central-CTG;24
01/01/2020;COT3;TEU;EQ17;FONTE PM;;;DF41;Envio para manutenção central-CTG;5
01/02/2020;COT21;Araguarina;EQ35;CCIT 4.0 FRONTAL H2 COM BATERIA;OP81;VIAÇÃO ARAGUARINA;DF41;Envio para manutenção central-CTG;5
01/02/2020;COT8;CBTU;EQ1;CCIT 3.0;OP47;CBTU - COMPANHIA BRASILEIRA DE TRENS URBANOS;DF97;Ressolda;1
01/02/2020;COT8;CBTU;EQ1;CCIT 3.0;OP47;CBTU - COMPANHIA BRASILEIRA DE TRENS URBANOS;DF159;Subst. Da placa FtctlessGPS;1
01/02/2020;COT24;GVBUS;EQ28;ATM;OP108;GVBUS - SIND. DAS EMP. DE TRANP. METROP. DA GRANDE VITÓRIA;DF41;Envio para manutenção central-CTG;37
01/02/2020;COT24;GVBUS;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF41;Envio para manutenção central-CTG;106
01/02/2020;COT6;METRO-BAHIA;EQ28;ATM;OP63;METRO-BAHIA;DF66;Manutenção na Fechadura Eletrônica;1
01/02/2020;COT6;METRO-BAHIA;EQ28;ATM;OP63;METRO-BAHIA;DF82;Reconfiguração do Setup;1
01/02/2020;COT6;METRO-BAHIA;EQ28;ATM;OP63;METRO-BAHIA;DF143;Subst. da Impressora;1
01/02/2020;COT6;METRO-BAHIA;EQ28;ATM;OP63;METRO-BAHIA;DF218;Subst. Do Monitor;1
01/02/2020;COT6;METRO-BAHIA;EQ28;ATM;OP63;METRO-BAHIA;DF228;Subst. Do PDV ATM;1
01/02/2020;COT6;METRO-BAHIA;EQ28;ATM;OP63;METRO-BAHIA;DF231;Subst. Do PINpad;13
01/02/2020;COT6;METRO-BAHIA;EQ28;ATM;OP63;METRO-BAHIA;DF237;Subst. Do Validador de Notas;2
01/02/2020;COT6;Metro-Bahia;EQ37;CCIT 3.13 BLOQUEIO;OP63;METRO-BAHIA;DF132;Subst. Da Bateria de Lithium;1
01/02/2020;COT6;Metro-Bahia;EQ37;CCIT 3.13 BLOQUEIO;OP63;METRO-BAHIA;DF213;Subst. Do Max483/Pollyswitch;1
01/02/2020;COT6;Metro-Bahia;EQ37;CCIT 3.13 BLOQUEIO;OP63;METRO-BAHIA;DF248;Substituição MAX232;1
01/02/2020;COT6;Metro-Bahia;EQ9;CCIT 4.0 (BLOQUEIO) FRONTAL H1;OP63;METRO-BAHIA;DF115;Restauração da ROM via PC;1
01/02/2020;COT5;METROFOR/ VLT FORTALEZA;EQ38;CCIT 4.0 METROFOR;OP105;METROFOR LINHA SUL;DF41;Envio para manutenção central-CTG;5
01/02/2020;COT10;Metropolitano-Bahia;EQ6;CCIT 4.0 FRONTAL H2.1;OP64;METROPOLITANO SSA;DF22;Atualização de pacote;3
01/02/2020;COT10;Metropolitano-Bahia;EQ6;CCIT 4.0 FRONTAL H2.1;OP64;METROPOLITANO SSA;DF41;Envio para manutenção central-CTG;6
01/02/2020;COT10;Metropolitano-Bahia;EQ6;CCIT 4.0 FRONTAL H2.1;OP64;METROPOLITANO SSA;DF117;Restauração de módulos via PC e/ou SdCard;10
01/02/2020;COT10;Metropolitano-Bahia;EQ6;CCIT 4.0 FRONTAL H2.1;OP64;METROPOLITANO SSA;DF132;Subst. Da Bateria de Lithium;7
01/02/2020;COT20;ROSA TURISMO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP66;ROSA TURISMO;DF22;Atualização de pacote;3
01/02/2020;COT20;ROSA TURISMO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP66;ROSA TURISMO;DF117;Restauração de módulos via PC e/ou SdCard;4
01/02/2020;COT20;ROSA TURISMO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP66;ROSA TURISMO;DF41;Envio para manutenção central-CTG;2
01/02/2020;COT20;ROSA TURISMO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP66;ROSA TURISMO;DF132;Subst. Da Bateria de Lithium;1
01/02/2020;COT20;ROSA TURISMO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP66;ROSA TURISMO;DF59;Intervenções com Solda;2
01/02/2020;COT19;SÃO JOÃO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP67;SÃO JOÃO;DF22;Atualização de pacote;1
01/02/2020;COT19;SÃO JOÃO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP67;SÃO JOÃO;DF41;Envio para manutenção central-CTG;3
01/02/2020;COT19;SÃO JOÃO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP67;SÃO JOÃO;DF59;Intervenções com Solda;1
01/02/2020;COT19;SÃO JOÃO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP67;SÃO JOÃO;DF117;Restauração de módulos via PC e/ou SdCard;2
01/02/2020;COT19;SÃO JOÃO;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;OP67;SÃO JOÃO;DF132;Subst. Da Bateria de Lithium;2
01/02/2020;COT4;Setut;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF41;Envio para manutenção central-CTG;19
01/02/2020;COT4;Setut;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF113;Restaura RAM via PC;6
01/02/2020;COT18;Sindpautras;EQ6;CCIT 4.0 FRONTAL H2.1;OP48;SINDPAUTRAS-SIND. PERM. AUT. TRANSP. SU;DF88;Reparo com formatação e reinst. FW/SW;4
01/02/2020;COT18;Sindpautras;EQ6;CCIT 4.0 FRONTAL H2.1;OP48;SINDPAUTRAS-SIND. PERM. AUT. TRANSP. SU;DF216;Subst. Do Módulo H2;2
01/02/2020;COT22;Taguatur;EQ8;CCIT 4.0 FRONTAL JI21 SEM BATERIA;OP82;TAGUATUR;DF41;Envio para manutenção central-CTG;18
01/02/2020;COT3;TEU;EQ3;CCIT 3.5;;;DF94;Repassar SW via cabo;2
01/02/2020;COT3;TEU;EQ3;CCIT 3.5;;;DF135;Subst. Da Carcaça frontal;1
01/02/2020;COT3;TEU;EQ3;CCIT 3.5;;;DF145;Subst. Da OBC;1
01/02/2020;COT3;TEU;EQ3;CCIT 3.5;;;DF157;Subst. Da Placa FTCLess;1
01/02/2020;COT3;TEU;EQ3;CCIT 3.5;;;DF162;Subst. Da Placa Mbccit;1
01/02/2020;COT3;TEU;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;;;DF41;Envio para manutenção central-CTG;7
01/02/2020;COT3;TEU;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;;;DF60;Limpeza de cache;21
01/02/2020;COT3;TEU;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;;;DF115;Restauração da ROM via PC;180
01/02/2020;COT3;TEU;EQ36;CCIT 4.0 FRONTAL H1 COM BATERIA;;;DF132;Subst. Da Bateria de Lithium;9
01/02/2020;COT2;TRANSCARD;EQ28;ATM;OP61;Setps (Transcard);DF4;Ajuste da Porta do Cofre;1
01/02/2020;COT2;TRANSCARD;EQ28;ATM;OP61;Setps (Transcard);DF7;Ajuste do Módulo de Impressão;1
01/02/2020;COT2;TRANSCARD;EQ28;ATM;OP61;Setps (Transcard);DF143;Subst. da Impressora;5
01/02/2020;COT2;TRANSCARD;EQ28;ATM;OP61;Setps (Transcard);DF148;Subst. Da Placa de led;2
01/02/2020;COT2;TRANSCARD;EQ28;ATM;OP61;Setps (Transcard);DF236;Subst. Do Teclado de Metal Frontal;1
01/02/2020;COT2;TRANSCARD;EQ28;ATM;OP61;Setps (Transcard);DF237;Subst. Do Validador de Notas;8
01/02/2020;COT2;Transcard;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF9;Ajuste e aperto de conexão;5
01/02/2020;COT2;Transcard;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF22;Atualização de pacote;18
01/02/2020;COT2;Transcard;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF41;Envio para manutenção central-CTG;82
01/02/2020;COT2;Transcard;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF59;Intervenções com Solda;7
01/02/2020;COT2;Transcard;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF117;Restauração de módulos via PC e/ou SdCard;23
01/02/2020;COT2;Transcard;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF132;Subst. Da Bateria de Lithium;33
01/02/2020;COT1;TRANSFACIL;EQ28;ATM;OP27;TRANSFÁCIL;DF5;Ajuste da porta Externa;1
01/02/2020;COT1;TRANSFACIL;EQ28;ATM;OP27;TRANSFÁCIL;DF32;Defeito não encontrado;1
01/02/2020;COT1;TRANSFACIL;EQ28;ATM;OP27;TRANSFÁCIL;DF65;Manutenção Cofre;2
01/02/2020;COT1;TRANSFACIL;EQ28;ATM;OP27;TRANSFÁCIL;DF67;Manutenção na Impressora;1
01/02/2020;COT1;TRANSFACIL;EQ28;ATM;OP27;TRANSFÁCIL;DF81;Preventiva Validador de Notas;23
01/02/2020;COT1;TRANSFACIL;EQ28;ATM;OP27;TRANSFÁCIL;DF85;Reinstalação do Drive da Impressora;1
01/02/2020;COT1;TRANSFACIL;EQ28;ATM;OP27;TRANSFÁCIL;DF207;Subst. Do Conversor Serial;1
01/02/2020;COT1;TRANSFACIL;EQ28;ATM;OP27;TRANSFÁCIL;DF208;Subst. Do Dispenser do cartão;2
01/02/2020;COT1;TRANSFACIL;EQ28;ATM;OP27;TRANSFÁCIL;DF228;Subst. Do PDV ATM;1
01/02/2020;COT1;TRANSFACIL;EQ28;ATM;OP27;TRANSFÁCIL;DF237;Subst. Do Validador de Notas;2
01/02/2020;COT1;Transfacil;EQ3;CCIT 3.5;;;DF108;Ressolda no circuito da placa-mãe;1
01/02/2020;COT1;Transfacil;EQ3;CCIT 3.5;;;DF109;Ressolda no circuito do Smartmedia;1
01/02/2020;COT1;Transfacil;EQ3;CCIT 3.5;;;DF162;Subst. Da Placa Mbccit;1
01/02/2020;COT1;Transfacil;EQ3;CCIT 3.5;;;DF169;Subst. De Componente eletrônico;1
01/02/2020;COT1;Transfacil;EQ3;CCIT 3.5;;;DF183;Subst. Do Cabo trançado antena Cless;2
01/02/2020;COT1;Transfacil;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF37;Defeito não encontrado e subst. FW/SW;9
01/02/2020;COT1;Transfacil;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF88;Reparo com formatação e reinst. FW/SW;49
01/02/2020;COT1;Transfacil;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF102;Ressolda na Placa Connection;1
01/02/2020;COT1;Transfacil;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF104;Ressolda na placa on/off;1
01/02/2020;COT1;Transfacil;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF169;Subst. De Componente eletrônico;3
01/02/2020;COT1;Transfacil;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF209;Subst. Do Display;1
01/02/2020;COT1;Transfacil;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF216;Subst. Do Módulo H2;8
01/02/2020;COT1;Transfacil;EQ6;CCIT 4.0 FRONTAL H2.1;;;DF238;Subst. Do Vidro CCIT V4.0;14
01/02/2020;COT23;UTB;EQ6;CCIT 4.0 FRONTAL H2.1;OP83;UTB;DF41;Envio para manutenção central-CTG;16
01/02/2020;COT16;Via Ouro;EQ3;CCIT 3.5;OP49;VIA OURO COLETIVOS LTDA;DF37;Defeito não encontrado e subst. FW/SW;1
01/02/2020;COT16;Via Ouro;EQ3;CCIT 3.5;OP49;VIA OURO COLETIVOS LTDA;DF162;Subst. Da Placa Mbccit;1
01/02/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF35;Defeito não encontrado / testes e liberação;4
01/02/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF37;Defeito não encontrado e subst. FW/SW;14
01/02/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF41;Envio para manutenção central-CTG;33
01/02/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF88;Reparo com formatação e reinst. FW/SW;194
01/02/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF108;Ressolda no circuito da placa-mãe;1
01/02/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF135;Subst. Da Carcaça frontal;3
01/02/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF169;Subst. De Componente eletrônico;13
01/02/2020;COT1;Transfacil;EQ14;DMX200 MOD H3.1;;;DF170;Subst. De Gorila Glass;3
01/02/2020;COT9;SINTRAM SEM DMX200;EQ16;PDM03;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF35;Defeito não encontrado / testes e liberação;15
01/02/2020;COT9;SINTRAM SEM DMX200;EQ16;PDM03;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF37;Defeito não encontrado e subst. FW/SW;1
01/02/2020;COT9;SINTRAM SEM DMX200;EQ16;PDM03;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF88;Reparo com formatação e reinst. FW/SW;72
01/02/2020;COT9;SINTRAM SEM DMX200;EQ16;PDM03;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF187;Subst. Do cartão SD/HD;1
01/02/2020;COT9;SINTRAM SEM DMX200;EQ16;PDM03;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF209;Subst. Do Display;3
01/02/2020;COT9;SINTRAM COM DMX200;EQ12;DMX200 MOD H3;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF37;Defeito não encontrado e subst. FW/SW;7
01/02/2020;COT9;SINTRAM COM DMX200;EQ12;DMX200 MOD H3;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF41;Envio para manutenção central-CTG;4
01/02/2020;COT9;SINTRAM COM DMX200;EQ12;DMX200 MOD H3;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF88;Reparo com formatação e reinst. FW/SW;32
01/02/2020;COT9;SINTRAM COM DMX200;EQ12;DMX200 MOD H3;OP51;CONSÓRCIO ÓTIMO DE BILHETAGEM ELETRÔNICA ;DF169;Subst. De Componente eletrônico;4
01/02/2020;COT2;Transcard;EQ16;PDM03;;;DF9;Ajuste e aperto de conexão;4
01/02/2020;COT2;Transcard;EQ16;PDM03;;;DF22;Atualização de pacote;7
01/02/2020;COT2;Transcard;EQ16;PDM03;;;DF41;Envio para manutenção central-CTG;8
01/02/2020;COT2;Transcard;EQ16;PDM03;;;DF125;Subst. Botão on/off;2
01/02/2020;COT19;SÃO JOÃO;EQ39;DMX200L JI21 SEM BATERIA;OP67;SÃO JOÃO;DF41;Envio para manutenção central-CTG;4
01/02/2020;COT20;ROSA TURISMO;EQ39;DMX200L JI21 SEM BATERIA;OP66;ROSA TURISMO;DF88;Reparo com formatação e reinst. FW/SW;1
01/02/2020;COT19;SÃO JOÃO;EQ39;DMX200L JI21 SEM BATERIA;OP67;SÃO JOÃO;DF97;Ressolda;3
01/02/2020;COT4;Setut;EQ14;DMX200 MOD H3.1;;;DF41;Envio para manutenção central-CTG;5
01/02/2020;COT4;Setut;EQ14;DMX200 MOD H3.1;;;DF118;Restauração de Pacotes via PenDrive;2
01/02/2020;COT22;Taguatur PM NOVO;EQ39;DMX200L JI21 SEM BATERIA;OP82;TAGUATUR;DF41;Envio para manutenção central-CTG;39
01/02/2020;COT3;TEU;EQ14;DMX200 MOD H3.1;;;DF41;Envio para manutenção central-CTG;18
01/02/2020;COT24;GVBUS;EQ14;DMX200 MOD H3.1;;;DF41;Envio para manutenção central-CTG;119
01/02/2020;COT20;ROSA TURISMO;EQ39;DMX200L JI21 SEM BATERIA;OP66;ROSA TURISMO;DF41;Envio para manutenção central-CTG;2
01/02/2020;COT1;Transfacil;EQ10;CONNECTION CCIT 4.0;;;DF35;Defeito não encontrado / testes e liberação;7
01/02/2020;COT1;Transfacil;EQ10;CONNECTION CCIT 4.0;;;DF37;Defeito não encontrado e subst. FW/SW;4
01/02/2020;COT1;Transfacil;EQ10;CONNECTION CCIT 4.0;;;DF88;Reparo com formatação e reinst. FW/SW;6
01/02/2020;COT2;Transcard;EQ10;CONNECTION CCIT 4.0;;;DF22;Atualização de pacote;12
01/02/2020;COT2;Transcard;EQ10;CONNECTION CCIT 4.0;;;DF41;Envio para manutenção central-CTG;19
01/02/2020;COT2;Transcard;EQ10;CONNECTION CCIT 4.0;;;DF59;Intervenções com Solda;21
01/02/2020;COT2;Transcard;EQ10;CONNECTION CCIT 4.0;;;DF206;Subst. Do Conector USB;1
01/02/2020;COT10;Metropolitano-Bahia;EQ10;CONNECTION CCIT 4.0;OP64;METROPOLITANO SSA;DF22;Atualização de pacote;9
01/02/2020;COT10;Metropolitano-Bahia;EQ10;CONNECTION CCIT 4.0;OP64;METROPOLITANO SSA;DF41;Envio para manutenção central-CTG;2
01/02/2020;COT10;Metropolitano-Bahia;EQ10;CONNECTION CCIT 4.0;OP64;METROPOLITANO SSA;DF59;Intervenções com Solda;7
01/02/2020;COT20;ROSA TURISMO;EQ10;CONNECTION CCIT 4.0;OP66;ROSA TURISMO;DF41;Envio para manutenção central-CTG;2
01/02/2020;COT19;SÃO JOÃO;EQ10;CONNECTION CCIT 4.0;OP67;SÃO JOÃO;DF59;Intervenções com Solda;1
01/02/2020;COT4;Setut;EQ10;CONNECTION CCIT 4.0;;;DF41;Envio para manutenção central-CTG;1
01/02/2020;COT3;TEU;EQ10;CONNECTION CCIT 4.0;;;DF41;Envio para manutenção central-CTG;68
01/02/2020;COT24;GVBUS;EQ10;CONNECTION CCIT 4.0;;;DF41;Envio para manutenção central-CTG;17
01/02/2020;COT20;ROSA TURISMO;EQ10;CONNECTION CCIT 4.0;OP66;ROSA TURISMO;DF59;Intervenções com Solda;1
01/02/2020;COT3;TEU;EQ22;V3000M;;;DF41;Envio para manutenção central-CTG;117
01/02/2020;COT20;Rosa Turismo;EQ31;POS 250;OP66;ROSA TURISMO;DF41;Envio para manutenção central-CTG;2
01/02/2020;COT19;São João;EQ31;POS 250;OP67;SÃO JOÃO;DF41;Envio para manutenção central-CTG;1
01/02/2020;COT2;Transcard;EQ31;POS 250;;;DF41;Envio para manutenção central-CTG;31
01/02/2020;COT3;TEU;EQ17;FONTE PM;;;DF41;Envio para manutenção central-CTG;7
01/03/2020;COT8;CBTU;EQ1;CCIT 3.0;OP47;CBTU - COMPANHIA BRASILEIRA DE TRENS URBANOS;DF163;Subst. Da Placa Smartmedia;1
01/03/2020;COT8;CBTU;EQ1;CCIT 3.0;OP47;CBTU - COMPANHIA BRASILEIRA DE TRENS URBANOS;DF209;Subst. Do Display;1
